,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
12048,33602989,★modern city living★wifi & netflix★aircon★parking★,87234125,evolve,ward 115,-33.92082,18.42217,entire home/apt,506.0,2.0,14,29,323
12049,33603730,beachfront @big bay/ family or kiters retreat!,5564153,sophie,ward 23,-33.7925,18.4589,entire home/apt,1000.0,3.0,10,1,205
12050,33603823,"chebec place, fish hoek, southern peninsula",104488904,moya,ward 69,-34.12612,18.39552,entire home/apt,890.0,7.0,0,1,365
12051,33605270,awesome villa with 360 degree views in camps bay,162524563,shae,ward 54,-33.96134,18.3804,entire home/apt,26000.0,5.0,2,6,358
12052,33605666,cosy cove,122458658,karla,ward 113,-33.83426,18.50562,entire home/apt,500.0,4.0,19,1,268
12053,33607508,a stylish apartment in the heart of green point,149429685,shahnaz,ward 115,-33.90939,18.41355,entire home/apt,1500.0,3.0,14,3,339
12054,33610381,sea point / three anchor bay modern flat,217229381,fred,ward 115,-33.90986,18.40163,entire home/apt,1185.0,2.0,0,3,179
12055,33610637,great home environment filled with love and warmth,253276318,jarome,ward 11,-33.92421,18.69386,private room,250.0,2.0,0,1,0
12056,33613731,a cousy two bedroom stand alone in parklands north,228155917,khutso,ward 107,-33.80136,18.49504,entire home/apt,750.0,2.0,1,1,7
12057,33615750,cosy double bedroom with a terrace #bokaap,88146230,merve,ward 77,-33.9231,18.41373,private room,731.0,1.0,1,1,178
12058,33615831,clifton yolo spaces - clifton beachfront magic,93599290,yolinda,ward 54,-33.93746,18.37844,entire home/apt,5457.0,2.0,2,12,2
12059,33623407,arkenstone gem:  modern steenberg family villa,4310681,"nandi, elmarie & johan:",ward 71,-34.07215,18.41464,entire home/apt,8001.0,7.0,1,27,20
12060,33625615,gay married couple offer friendly welcome,69912028,vernon,ward 100,-34.15593,18.87264,private room,263.0,1.0,4,1,157
12061,33626290,private garden cottage,99980016,nirvana,ward 73,-34.03262,18.4732,entire home/apt,650.0,1.0,0,3,364
12062,33631913,comfortable 2 bedroom apartment in city centre,183863421,carla,ward 115,-33.92806,18.42018,entire home/apt,558.0,4.0,11,7,84
12063,33636133,one and only - minosa,123002666,in residence,ward 115,-33.90988,18.41401,entire home/apt,140000.0,1.0,0,20,363
12064,33636429,luxury duplex queen,243063063,bantry bay suite hotel,ward 54,-33.92393,18.37861,entire home/apt,1736.0,1.0,0,5,293
12065,33636443,3 on georgia n 2,229072187,valentina,ward 21,-33.87863,18.65149,entire home/apt,260.0,3.0,15,2,238
12066,33636929,the plum guesthouse. your home away from home.,175093179,rabia,ward 63,-34.0197,18.47783,entire home/apt,2200.0,2.0,1,1,0
12067,33646366,the speckled egg,60008907,siobhan,ward 64,-34.08724,18.46245,entire home/apt,479.0,2.0,9,1,115
12068,33646649,la roche - the perfect place for all travelers,98733903,heike,ward 55,-33.87739,18.49999,private room,995.0,2.0,0,1,365
12069,33654080,luxury studio,3326652,fabrizio,ward 4,-33.85247,18.49388,entire home/apt,838.0,1.0,0,10,214
12070,33654536,dreamy city views in cozy modern city apartment,29426065,josh,ward 115,-33.92371,18.45384,entire home/apt,552.0,1.0,22,112,307
12071,33656156,“on the winelands doorstep”,233448030,anthony,ward 15,-34.04814,18.82366,private room,265.0,2.0,0,1,0
12072,33657271,beachfront muizenberg - surfers corner,28789853,werner,ward 64,-34.10906,18.47054,entire home/apt,994.0,7.0,13,2,133
12073,33668762,studio cottage in back garden.,122616651,stiaan,ward 70,-33.86259,18.62771,entire home/apt,425.0,3.0,7,1,1
12074,33676670,"central, sunny apartment in the heart of the city",7566205,tayla,ward 115,-33.91956,18.42413,private room,450.0,3.0,0,1,364
12075,33681219,"cozy, rustic cottage for lovers of the simple life",19325496,andrea,ward 74,-34.0514,18.34046,entire home/apt,650.0,10.0,1,2,227
12076,33683516,cozy cove,21219980,natalie,ward 5,-33.86611,18.55515,entire home/apt,650.0,1.0,1,4,365
12077,33685010,"scenic mountain, sea, and city views in luxury apt",29426065,josh,ward 115,-33.92682,18.44512,entire home/apt,1127.0,1.0,68,112,123
12078,33685806,fresh and spacious apartment with amazing views,29426065,josh,ward 115,-33.92538,18.41677,entire home/apt,468.0,1.0,71,112,259
12079,33697919,bay blue guest suite,254010848,estelle,ward 61,-34.19543,18.44224,private room,490.0,2.0,29,1,164
12080,33699089,self-catering cottage,211091526,sarah,ward 59,-33.95993,18.46867,entire home/apt,1350.0,2.0,0,4,184
12081,33699091,2 bedroom apartment,211091526,sarah,ward 59,-33.95972,18.46844,entire home/apt,1550.0,2.0,0,4,292
12082,33702889,classy & cosy sea point home - 2 min to promenade,251135405,shelley,ward 54,-33.91222,18.39064,entire home/apt,1350.0,1.0,8,1,361
12083,33703380,"moonshadow stays, kommetjie fynbos forest hideaway",254035403,sue,ward 61,-34.12977,18.34103,entire home/apt,2200.0,2.0,23,1,159
12084,33705975,sanitized modern apartment securecomplex | parking,20602565,lance,ward 115,-33.91225,18.41452,entire home/apt,701.0,1.0,86,23,336
12085,33707716,bachelor pad to rent,120558575,khungelwa,ward 4,-33.84965,18.51096,entire home/apt,350.0,2.0,0,2,0
12086,33713736,asher guest suite (blessed/happy),153124543,madeleine,ward 105,-33.81575,18.65147,private room,600.0,1.0,2,1,84
12087,33728494,table mountain views,6111977,frankie,ward 59,-33.97581,18.44999,entire home/apt,6500.0,10.0,1,34,358
12088,33732083,modern apartment in popular sea point,254274331,propr,ward 54,-33.92259,18.38334,entire home/apt,1443.0,2.0,30,1,305
12089,33733245,cayman beach house no 38,67394,susan,ward 100,-34.14437,18.85422,entire home/apt,2800.0,5.0,0,2,365
12090,33733717,accommodation for student/young professional in,9862946,jenifer,ward 53,-33.94227,18.50791,private room,215.0,14.0,0,2,364
12091,33735687,silversands self catering apartment,67394,susan,ward 100,-34.15189,18.86441,entire home/apt,2200.0,4.0,1,2,365
12092,33736534,"unwind in trendy, bright pad w/ unspoiled views",9477747,andreas,ward 77,-33.93171,18.42285,entire home/apt,1689.0,3.0,23,3,24
12093,33737737,your room and  bathroom in our french sweet home,5660339,laetitia,ward 53,-33.93524,18.51568,private room,900.0,2.0,0,3,357
12094,33738120,security complex in northern suburbs,92157881,tracy-lee,ward 11,-33.94684,18.67253,private room,151.0,2.0,7,5,174
12095,33738202,princess beach 3,139826156,leigh,ward 74,-34.04126,18.35881,entire home/apt,760.0,4.0,1,17,363
12096,33738633,your room and bathroom in our french sweet home,5660339,laetitia,ward 53,-33.93322,18.51498,private room,650.0,2.0,0,3,364
12097,33739439,your room and bathroom in our french sweet home,5660339,laetitia,ward 53,-33.93397,18.51616,private room,850.0,2.0,0,3,364
12098,33746253,"timour hall, southern suburbs, cape town",49783603,david,ward 73,-34.01948,18.46455,entire home/apt,1700.0,7.0,0,1,0
12099,33755783,stylish boutique studio in prime location,252108597,mark,ward 115,-33.91125,18.40649,private room,991.0,2.0,11,2,63
12100,33756079,double rooms - queen bed,166936404,karina,ward 107,-33.82698,18.48327,hotel room,1030.0,1.0,3,6,361
12101,33756080,atlantic oasis guest house,166936404,karina,ward 107,-33.82753,18.48438,hotel room,1030.0,1.0,2,6,361
12102,33756082,the sands apartment,166936404,karina,ward 107,-33.82532,18.48454,entire home/apt,1150.0,1.0,3,6,44
12103,33758002,beautiful loft in trendy woodstock,113962558,marc,ward 57,-33.93435,18.45725,entire home/apt,828.0,1.0,86,26,175
12104,33758248,charming self catering - culemborg cottage,239907469,melindie,ward 21,-33.87209,18.65278,entire home/apt,775.0,1.0,6,1,272
12105,33762431,queen julie lodge,246982938,patrick,ward 54,-33.96639,18.38058,private room,10000.0,1.0,0,5,365
12106,33763729,stunning entire 2bed home 5min table mountain,25206657,kim,ward 77,-33.93265,18.43528,entire home/apt,2300.0,2.0,12,1,0
12107,33771983,kom surf inn 420 steps from the sea,254482048,taryn,ward 61,-34.13988,18.32234,private room,250.0,1.0,19,2,358
12108,33774522,a patch of peace,158659279,salome,ward 54,-33.91215,18.39244,entire home/apt,1586.0,14.0,0,1,0
12109,33775589,a home in a village,165330127,samantha,ward 4,-33.85777,18.50744,entire home/apt,500.0,185.0,0,1,270
12110,33786888,mountain side mansion,183488638,nicky,ward 71,-34.08487,18.43666,entire home/apt,5926.0,3.0,1,1,266
12111,33790175,light two bedroom with wifi 1 min from the beach!,113962558,marc,ward 23,-33.80952,18.47036,entire home/apt,942.0,2.0,28,26,329
12112,33790840,kensington views cape town,254853894,elisabeth,ward 77,-33.93986,18.40592,entire home/apt,2950.0,1.0,0,1,316
12113,33801707,lagoon beach lb-3,222538924,wim,ward 55,-33.89138,18.48281,entire home/apt,1121.0,1.0,3,4,35
12114,33804283,"happy cape house, pure ocean & mountain enjoyment",9653740,julie,ward 69,-34.11226,18.38428,entire home/apt,5335.0,5.0,2,1,358
12115,33804446,amazing 1 bdr - hotel amenities,9478371,luis,ward 115,-33.90802,18.41088,entire home/apt,1099.0,1.0,12,1,331
12116,33808977,a warm comfortable place with a good atmosphere!,255263695,wessel,ward 77,-33.93177,18.4063,private room,550.0,1.0,0,1,0
12117,33814210,"sun, sea and sand beach villa",255310985,justine,ward 23,-33.7113,18.44523,entire home/apt,7000.0,7.0,5,1,65
12118,33815171,norval foundation,255316496,malize,ward 71,-34.07599,18.42921,private room,2871.0,1.0,0,1,274
12119,33815860,blue waters 4,3886732,koos,ward 115,-33.92487,18.42406,private room,636.0,2.0,3,68,207
12120,33815929,noordhoek cottage,66718885,mandy,ward 69,-34.0996,18.38868,entire home/apt,620.0,1.0,31,2,167
12121,33817833,cape capsules back packers muizenberg - brand new,162978232,maryna,ward 64,-34.10318,18.47745,hotel room,300.0,1.0,0,1,364
12122,33818559,"whale rock, llandudno 5 bedroom family home",41281278,nicola,ward 74,-34.01108,18.34673,entire home/apt,11625.0,7.0,0,4,1
12123,33822740,perfect hideaway on the constantia wine route,28201495,chad,ward 62,-34.01847,18.42247,entire home/apt,6000.0,5.0,7,1,1
12124,33823297,twin room,211091526,sarah,ward 59,-33.95926,18.46872,hotel room,1180.0,1.0,1,4,299
12125,33823299,queen room,211091526,sarah,ward 59,-33.95958,18.46881,hotel room,1180.0,1.0,0,4,310
12126,33823497,watermill studios sea & mountainview apartment,162570599,kim,ward 100,-34.1417,18.90528,entire home/apt,695.0,1.0,5,1,358
12127,33824230,"clean, central and spacious woodstock home",132433561,yumna,ward 115,-33.92882,18.45324,entire home/apt,586.0,2.0,20,1,358
12128,33830525,a heavenly view,60691301,suzette,ward 64,-34.10866,18.46577,entire home/apt,1700.0,2.0,5,4,328
12129,33835821,beautiful apartment bachaelor in greenpoint,253749422,nyasha,ward 59,-33.97714,18.46424,private room,500.0,2.0,0,1,365
12130,33850888,the noctural studio on long st- designer apartment,10637961,bianca,ward 115,-33.92515,18.41765,entire home/apt,499.0,2.0,54,2,300
12131,33861011,room at st michael’s,158429966,beverley,ward 59,-33.99023,18.46936,private room,450.0,2.0,14,2,180
12132,33861018,twin room,195917698,john,ward 6,-33.87504,18.72681,private room,250.0,3.0,1,6,365
12133,33866963,"silvertree, bokkemanskloof, hout bay, cape town",249182024,kathy,ward 74,-34.01987,18.38216,entire home/apt,525.0,3.0,20,1,305
12134,33872168,table mountain accomodation,117092764,cindy,ward 77,-33.9434,18.41046,entire home/apt,4000.0,15.0,1,2,0
12135,33879394,alex place bnb,255793288,alex,ward 55,-33.88447,18.50362,shared room,400.0,1.0,1,1,0
12136,33901959,"rosebank premium cottage , in lush private garden",237607934,michael,ward 57,-33.95222,18.47108,entire home/apt,800.0,1.0,7,2,179
12137,33902920,la modern house in the garden,256002594,patty,ward 74,-34.03909,18.35245,entire home/apt,434.0,2.0,18,1,228
12138,33906286,"private, upmarket cottage with outside braai",166519367,jannes,ward 53,-33.93748,18.50068,entire home/apt,350.0,2.0,24,1,332
12139,33916764,secure spacious flatlet s.entr & stunning views,256135756,lita,ward 77,-33.93646,18.42893,private room,650.0,2.0,15,1,180
12140,33918768,102 modern studio with city views,9693636,sally,ward 115,-33.92575,18.41429,entire home/apt,1821.0,1.0,15,21,0
12141,33920138,comfortable and airy penthouse apartment,236799598,trish,ward 59,-33.98691,18.46823,entire home/apt,1650.0,2.0,9,1,334
12142,33921501,beach boulevard accommodation,116018589,una,ward 23,-33.81249,18.47104,entire home/apt,786.0,2.0,20,1,277
12143,33927142,quirky eco-friendly artist studio (sea views),256199007,kathryn,ward 54,-33.9589,18.37718,entire home/apt,1000.0,3.0,24,1,298
12144,33930289,immaculate apartment in the heart of cape town,61768961,burger,ward 115,-33.91426,18.41789,entire home/apt,1063.0,2.0,61,32,361
12145,33931537,room 1,240947511,thamara,ward 63,-34.0033,18.47273,private room,650.0,1.0,1,8,360
12146,33931945,room 2,240947511,thamara,ward 59,-34.0014,18.47262,private room,500.0,1.0,0,8,360
12147,33932389,family room 3,240947511,thamara,ward 63,-34.00278,18.47258,private room,800.0,1.0,0,8,365
12148,33932705,cottage room,240947511,thamara,ward 63,-34.00301,18.47263,private room,650.0,1.0,0,8,351
12149,33932913,cottage family room 5,240947511,thamara,ward 58,-34.00157,18.47423,private room,1200.0,1.0,0,8,0
12150,33933107,room 6,240947511,thamara,ward 63,-34.00306,18.47339,private room,750.0,1.0,0,8,340
12151,33933489,room 7,240947511,thamara,ward 58,-34.00127,18.4739,private room,400.0,1.0,1,8,342
12152,33947758,teubes house,32057839,penny,ward 61,-34.1403,18.32343,entire home/apt,3561.0,7.0,0,6,0
12153,33952788,relax and rejuvinate your soul at hout bay manor,98250305,hout bay manor,ward 74,-34.04423,18.35984,private room,3700.0,1.0,1,3,294
12154,33954950,romance and luxury in one room at hout bay manor,98250305,hout bay manor,ward 74,-34.04302,18.36017,private room,4850.0,1.0,0,3,295
12155,33955576,mountainview 5* luxury villa in perfect position!,256400274,david,ward 59,-33.97184,18.45211,entire home/apt,3985.0,3.0,6,1,328
12156,33955757,103 paragon v&a waterfront,40101017,african elite properties,ward 115,-33.9108,18.42126,entire home/apt,1900.0,2.0,13,20,1
12157,33956688,hope house,78037063,wayne,ward 102,-33.8487,18.68787,entire home/apt,1300.0,2.0,10,1,362
12158,33957106,lagoon beach lb-1,222538924,wim,ward 55,-33.8934,18.48364,entire home/apt,1121.0,2.0,8,4,193
12159,33957628,single room,195917698,john,ward 6,-33.87457,18.72529,private room,260.0,2.0,6,6,365
12160,33958446,204 modern studio with beautiful city views,9693636,sally,ward 115,-33.92576,18.41275,entire home/apt,1821.0,1.0,23,21,0
12161,33958924,207 modern studio with beautiful city views,9693636,sally,ward 115,-33.9257,18.41417,entire home/apt,1821.0,2.0,20,21,0
12162,33959515,303 modern studio with beautiful city views,9693636,sally,ward 115,-33.92693,18.41357,entire home/apt,1821.0,1.0,29,21,0
12163,33960222,304 modern studio with beautiful city views,9693636,sally,ward 115,-33.92565,18.41236,entire home/apt,1821.0,2.0,22,21,0
12164,33960536,"loft style duplex, comfortable, well equipped.",61923275,maria,ward 113,-33.83463,18.51024,entire home/apt,445.0,2.0,4,4,162
12165,33963662,entire apartment in the heart of kloof st action,230664151,margs,ward 77,-33.92746,18.40808,entire home/apt,914.0,4.0,2,1,346
12166,33976233,17 on nautica,57218252,nox,ward 54,-33.94292,18.37678,entire home/apt,2792.0,4.0,1,110,359
12167,33976974,apartment keravic for rent only.,62492336,georges,ward 84,-34.06249,18.86203,entire home/apt,995.0,7.0,1,1,1
12168,33977825,11 on orange,195917698,john,ward 6,-33.87321,18.72689,private room,200.0,1.0,0,6,365
12169,33980705,trendy apartment in leafy panorama,90762187,celesti,ward 1,-33.88237,18.58178,entire home/apt,514.0,2.0,13,2,54
12170,33980968,306 modern studio with beautiful city views,9693636,sally,ward 115,-33.92608,18.4126,entire home/apt,1821.0,1.0,34,21,0
12171,33981654,suzie's coffee shop accommodation 3,256590873,suzy,ward 9,-33.91492,18.6656,private room,578.0,1.0,1,1,365
12172,33986823,the platinum - pool suite 2,244042109,andreas,ward 74,-34.01916,18.34991,private room,2980.0,1.0,11,5,365
12173,33987092,the platinum - pool suite 3,244042109,andreas,ward 74,-34.01838,18.34927,private room,2980.0,1.0,3,5,365
12174,33987264,the platinum - pool suite 4,244042109,andreas,ward 74,-34.01854,18.3499,private room,2980.0,1.0,4,5,365
12175,34002389,tabuhouse sea view appartment,20600678,mika,ward 23,-33.81507,18.4744,entire home/apt,978.0,2.0,0,13,265
12176,34004162,"tabuhouse-garden room, en-suite",20600678,mika,ward 23,-33.81712,18.47465,private room,534.0,7.0,4,13,179
12177,34005341,irresistible mountain view cottage,50383607,elle,ward 71,-34.06909,18.41951,entire home/apt,2971.0,2.0,12,4,364
12178,34006691,wake up to blue skies and big bay beach at dolphin ridge,120970345,lara,ward 23,-33.79249,18.46035,entire home/apt,814.0,2.0,34,1,270
12179,34008635,amazing  harbour views in cozy modern apartment,29426065,josh,ward 115,-33.92785,18.45352,entire home/apt,509.0,1.0,30,112,183
12180,34008984,dreamy city views in cozy modern city apartment,29426065,josh,ward 115,-33.92596,18.44649,entire home/apt,552.0,1.0,17,112,79
12181,34014336,"bellevue manor, sea point - the dorchester, unit 1",1345936,gary,ward 54,-33.91858,18.39134,private room,778.0,1.0,2,6,365
12182,34014377,"bellevue manor, sea point, cape town",1345936,gary,ward 54,-33.91478,18.39179,private room,848.0,1.0,13,6,362
12183,34017205,contemporary cottage with private garden,46917083,alan,ward 71,-34.08148,18.43393,entire home/apt,850.0,2.0,12,1,178
12184,34021662,dj's b&b in table view cape town (r2),219840437,dorothy,ward 113,-33.83205,18.51068,private room,595.0,1.0,0,4,270
12185,34022283,dj's b&b in table view cape town (r3),219840437,dorothy,ward 113,-33.83077,18.51058,private room,595.0,1.0,0,4,364
12186,34026705,take it easy on the covered porch at a refined urban haven,30146797,helga,ward 58,-33.95343,18.48159,entire home/apt,521.0,1.0,179,6,84
12187,34029398,sunset paradise villa,35821438,annick,ward 69,-34.10091,18.38974,entire home/apt,6857.0,7.0,5,2,16
12188,34047026,oak cottage: newlands village.,2808640,jane,ward 59,-33.97459,18.45558,entire home/apt,1800.0,3.0,44,1,348
12189,34047603,at the odin phola vibe.,216215923,nelly,ward 53,-33.92407,18.53165,private room,529.0,7.0,0,3,365
12190,34048818,high standard penthouse with spectacular  view,58689574,karin,ward 100,-34.16203,18.87114,entire home/apt,1280.0,21.0,1,3,317
12191,34049818,"a stylish, modern barn in the constantia winelands",26232617,robyn,ward 62,-34.02638,18.41977,entire home/apt,1857.0,2.0,20,1,54
12192,34052744,"ocean dreams, 1 bed apartment with mountain views",103987640,anita,ward 61,-34.13946,18.33883,entire home/apt,495.0,2.0,2,2,173
12193,34058973,seaside getaway @ swallow house suite #1,28488899,chenél,ward 64,-34.10532,18.47188,entire home/apt,669.0,1.0,9,2,365
12194,34070105,soak in mountain and sea views from your balcony.,257734440,helle,ward 54,-33.96575,18.38061,entire home/apt,880.0,2.0,12,61,0
12195,34070306,heart of seapoint .. homely comforts!,55369061,colleen,ward 54,-33.91379,18.39571,private room,600.0,7.0,0,3,365
12196,34072456,sentinel view. 4 bedroom modern holiday home.,257296820,john,ward 74,-34.04364,18.36385,entire home/apt,4534.0,3.0,3,1,288
12197,34073121,cosy garden room.,153842253,adele,ward 60,-33.96928,18.49709,private room,200.0,1.0,25,3,266
12198,34073728,lovely rooms with own bathroom in our guest lodge,257304300,chrizelle,ward 69,-34.1304,18.39171,private room,450.0,7.0,0,1,90
12199,34074984,noordhoek family home - entertainers dream,22797078,duane,ward 69,-34.10529,18.39234,entire home/apt,4200.0,10.0,1,1,75
12200,34078010,"red doors on cambridge road, observatory",78622596,sabina,ward 57,-33.93904,18.47291,private room,299.0,3.0,13,1,171
12201,34082173,whitesugarbush self-catering: 100mb fiber internet,234529166,jacqui,ward 70,-33.86661,18.60908,entire home/apt,373.0,2.0,52,1,55
12202,34087477,amanzi,26720281,adele,ward 74,-34.01816,18.36495,entire home/apt,886.0,2.0,38,3,1
12203,34098013,inn cape town deluxe suite,148189420,chad,ward 115,-33.92355,18.41562,private room,670.0,1.0,2,7,126
12204,34099404,quayside 606  - one bedroom apartment,130248430,charles,ward 115,-33.91661,18.41957,entire home/apt,1464.0,1.0,6,202,53
12205,34099677,"perfect hide-away in a beautiful, relaxing place.",41597675,christy,ward 15,-34.05425,18.85697,entire home/apt,709.0,2.0,60,7,310
12206,34099930,dolphin cottage with magnificent views,160700148,armahn,ward 61,-34.18228,18.40903,entire home/apt,2429.0,2.0,0,2,355
12207,34100316,urban pixel pod with evocative mountain views,130248430,charles,ward 115,-33.92321,18.45393,entire home/apt,787.0,1.0,13,202,0
12208,34100609,309 modern studio with beautiful city views,9693636,sally,ward 115,-33.92545,18.41379,entire home/apt,1821.0,2.0,29,21,0
12209,34100749,"bohemia-meets-urban-living, private balcony & views",130248430,charles,ward 115,-33.92542,18.44571,entire home/apt,1084.0,1.0,11,202,0
12210,34106132,amazing modern apartment on sea point beachfront,14003723,leo,ward 54,-33.91008,18.39358,entire home/apt,1650.0,2.0,1,1,0
12211,34106439,beautiful contemporary apartment with views!,257536221,propr,ward 77,-33.94049,18.42338,entire home/apt,1809.0,2.0,30,1,0
12212,34108114,sunny contemporary apartment | central | balcony,257546152,propr,ward 115,-33.90983,18.4134,entire home/apt,1400.0,3.0,7,1,186
12213,34117090,"studio flat for rent,shared entrance",8952176,dion,ward 115,-33.93069,18.4549,entire home/apt,500.0,1.0,2,3,179
12214,34117402,majestic v&a waterfront 2 bed 2 bath luxury,14120131,chapson,ward 115,-33.91332,18.42839,entire home/apt,1393.0,2.0,14,16,322
12215,34118675,old victorian house,8952176,dion,ward 57,-33.93183,18.45513,private room,403.0,1.0,1,3,364
12216,34128822,safe and big open house with big space around it,257696596,jacqueline,ward 1,-33.88326,18.5493,entire home/apt,1500.0,2.0,4,2,364
12217,34132851,elegant modern apartment in green point,257718818,propr,ward 115,-33.91019,18.41222,entire home/apt,1422.0,4.0,17,1,293
12218,34135076,city centre apartment # bo-kaap in the heart of ct,86654924,mansoor,ward 77,-33.92006,18.41073,entire home/apt,1414.0,3.0,20,2,35
12219,34137109,secure & modern woodstock apartment- the ironworks,192905920,leigh,ward 115,-33.92777,18.4426,entire home/apt,1170.0,4.0,6,1,88
12220,34140643,azure view - uninterupted mountain and sea views,257765034,ros,ward 61,-34.19627,18.39782,entire home/apt,3990.0,2.0,0,1,187
12221,34141449,house walton spacious accommodation,257298169,ronald,ward 102,-33.86836,18.6954,private room,450.0,1.0,2,1,148
12222,34149582,sultana stay: family suite,67203684,elzahn,ward 15,-34.055,18.81723,entire home/apt,600.0,1.0,1,1,0
12223,34163534,spacious two bedroom marina estate with gym access,40101017,african elite properties,ward 115,-33.91024,18.42105,entire home/apt,3000.0,2.0,3,20,43
12224,34167844,luxurious camps bay villa with breathtaking views.,95078985,jacquib,ward 54,-33.95218,18.38643,entire home/apt,16300.0,5.0,0,1,294
12225,34169423,"foodies dream, balcony, bbq, fast wifi, netflix",257734440,helle,ward 77,-33.93275,18.40803,entire home/apt,1059.0,2.0,24,61,0
12226,34170168,your home away from home,257986335,pearl,ward 4,-33.84992,18.51448,private room,190.0,3.0,15,1,0
12227,34184566,unbeatable views.,110937409,tim,ward 61,-34.1964,18.43843,entire home/apt,1143.0,7.0,1,1,100
12228,34190916,auriol's guest house,177968499,auriol joy,ward 2,-33.89267,18.60191,hotel room,995.0,2.0,0,1,365
12229,34193332,cape town city centre apartment adderley street,112191297,kobie,ward 115,-33.92409,18.42195,entire home/apt,1179.0,1.0,0,27,311
12230,34197007,sparkling new apartment in trendy bree st,13407637,greg,ward 115,-33.92566,18.41221,entire home/apt,947.0,3.0,17,5,57
12231,34198834,contemparary family home for summer holidays.,28793744,nathalie,ward 59,-33.99581,18.46342,entire home/apt,7000.0,7.0,0,1,83
12232,34199949,olive grove cove,257935385,janine,ward 84,-34.09282,18.86527,private room,400.0,1.0,18,1,269
12233,34211272,contemporary studio apartment centrally located,71862364,andre,ward 115,-33.9275,18.415,entire home/apt,743.0,1.0,75,1,359
12234,34227706,de oude rus 1 bedroom unit 'lily',258404647,patrys,ward 8,-33.88895,18.69536,entire home/apt,580.0,1.0,2,4,1
12235,34240446,modern studio table mountain in the city centre,258510127,nine flowers,ward 115,-33.93314,18.415,hotel room,2400.0,1.0,1,1,181
12236,34241344,cosy nook near the fireplace. butler inn.,258514138,celeste,ward 3,-33.8885,18.65637,entire home/apt,400.0,2.0,1,1,205
12237,34241497,the urban haven - tyger waterfront,258518057,francis,ward 70,-33.87699,18.62973,entire home/apt,504.0,1.0,39,1,81
12238,34245586,"a homely experience, sanitized",258551346,estelle,ward 103,-33.82733,18.68749,private room,343.0,1.0,17,1,8
12239,34248127,"tranquil, modern family home. wonderful location",45387856,anthony,ward 54,-33.92209,18.38374,entire home/apt,8500.0,7.0,0,2,364
12240,34250401,plough corner,258589513,liz,ward 57,-33.94031,18.46969,entire home/apt,310.0,2.0,34,1,2
12241,34262505,"art and sea, wind surfing, table mountain, safety",226173521,nico,ward 113,-33.83249,18.51722,private room,999.0,1.0,0,1,271
12242,34264634,modern studio apartment in cape town city centre,88976725,tony,ward 115,-33.92963,18.4228,entire home/apt,434.0,1.0,35,1,141
12243,34265848,stunning city views in modern apartment - balcony,29426065,josh,ward 115,-33.92709,18.44541,entire home/apt,531.0,1.0,61,112,58
12244,34266729,stunning city views in cozy modern apartment,29426065,josh,ward 115,-33.92748,18.44578,entire home/apt,509.0,1.0,24,112,93
12245,34268445,helderberg guest suite,37309381,sue,ward 15,-34.05251,18.83255,private room,439.0,1.0,23,2,0
12246,34270567,elegant duplex private home close to promenade,258734340,lazarus,ward 54,-33.91278,18.39153,entire home/apt,996.0,2.0,26,1,297
12247,34270729,"enjoy beautiful views, total privacy and serenity",41597675,christy,ward 15,-34.05334,18.85769,entire home/apt,624.0,2.0,60,7,361
12248,34271165,11 the valley walk,26772134,rene,ward 62,-34.01465,18.44398,entire home/apt,1500.0,7.0,0,2,361
12249,34271414,peaceful and central 3 bedroom house in claremont,31566748,sally,ward 58,-33.9786,18.4728,entire home/apt,1650.0,5.0,2,1,358
12250,34271692,sanitized hip studio in woodstock with table mountain views,18612601,daniel,ward 115,-33.92535,18.44677,entire home/apt,595.0,2.0,57,7,255
12251,34271747,lush living in the city,27824335,sean,ward 77,-33.93409,18.41517,entire home/apt,457.0,2.0,17,6,0
12252,34272199,the garden studio,242432663,lisa,ward 62,-34.02103,18.43555,private room,450.0,2.0,0,4,179
12253,34280643,huijs studio/loft apartment. simple. beautiful.,42251157,cornel,ward 112,-33.81895,18.643,entire home/apt,507.0,1.0,55,1,174
12254,34280829,constantia valley lodge,26772134,rene,ward 62,-34.01556,18.44459,entire home/apt,25000.0,1.0,0,2,362
12255,34281875,south shore central for exploring south peninsula.,258816853,nerina margo,ward 64,-34.13314,18.43701,entire home/apt,1350.0,2.0,6,1,331
12256,34291726,garden flat fully furnished and equipped.quietarea,258902921,louis,ward 112,-33.82965,18.66652,entire home/apt,600.0,4.0,0,1,181
12257,34293942,beachfront with the best views in cape town,172110226,tyroan,ward 107,-33.8295,18.48125,entire home/apt,961.0,2.0,23,31,257
12258,34294929,magnificent views 2 bedroom 112 eden on the bay,172110226,tyroan,ward 23,-33.79223,18.45807,entire home/apt,1057.0,3.0,0,31,303
12259,34295337,"1 bedroom apartment - ""home from home""",24469972,arlene,ward 2,-33.89292,18.57906,entire home/apt,1000.0,1.0,5,1,0
12260,34298860,explorers haven | private courtyard | cape town,40211065,nathan,ward 115,-33.91545,18.41636,entire home/apt,980.0,2.0,38,5,54
12261,34299565,spectacular villa with panoramic ocean & mountain views,3929808,lavinia,ward 54,-33.96395,18.38251,entire home/apt,18000.0,4.0,9,9,316
