,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
0,3191,malleson garden cottage,3754,brigitte,ward 57,-33.94739,18.476,entire home/apt,497.0,3.0,54,1,238
1,15007,blaauwberg house,59072,dirk,ward 23,-33.80001,18.46063,entire home/apt,2408.0,2.0,29,6,362
2,15068,grande bay,59318,linda,ward 23,-33.78799,18.46082,entire home/apt,2800.0,4.0,0,9,364
3,15077,top relaxed beach living in style,59342,georg,ward 4,-33.85812,18.49043,private room,1944.0,5.0,5,5,295
4,15180,the melkbaai - beachfront,59663,heinri,ward 83,-34.11124,18.82349,entire home/apt,580.0,2.0,0,1,0
5,15199,self catering apartment,59694,alexa,ward 115,-33.91044,18.41239,entire home/apt,2500.0,14.0,2,1,1
6,15285,waterford-guinea fowl self catering,59964,chris+alison,ward 71,-34.03863,18.43128,entire home/apt,1200.0,2.0,9,3,255
7,15331,mountview accommodation,60058,francis,ward 60,-33.97069,18.49697,entire home/apt,596.0,2.0,3,1,180
8,15348,marshrose  luxury self cater accommodation,60141,linda,ward 70,-33.86903,18.62519,private room,573.0,3.0,0,1,0
9,15354,"aurora self catering units, durbanville, cape town",60196,ian,ward 112,-33.82924,18.63144,entire home/apt,650.0,3.0,0,1,364
10,15480,in hip designer district of cape t.,60443,jean,ward 115,-33.92876,18.42247,entire home/apt,550.0,14.0,18,1,282
11,15704,hollywood mansion & spa camps bay with butler,61441,kevin,ward 54,-33.96462,18.37595,entire home/apt,17900.0,4.0,1,7,315
12,16259,chambery - luxury self catering,63255,cheryl,ward 59,-33.99463,18.46505,entire home/apt,871.0,2.0,9,3,82
13,17270,villa carrara w self-catering-views renovated may,66986,henri,ward 115,-33.91073,18.40866,entire home/apt,1357.0,7.0,134,2,361
14,18499,rooms in halaal villa cape town de tijger,71221,abe,ward 2,-33.88856,18.59054,private room,863.0,7.0,0,1,364
15,19271,largo house self catering suite,73439,beverley,ward 59,-33.97905,18.45676,entire home/apt,475.0,2.0,57,3,355
16,19398,apartments on the beach,73779,roger,ward 23,-33.73046,18.43966,entire home/apt,5288.0,5.0,0,1,0
17,19561,apartment in durbanville,74188,cherry,ward 103,-33.84192,18.67661,private room,2926.0,2.0,0,1,365
18,19658,private room,74504,ricardo,ward 5,-33.87058,18.53464,private room,1454.0,7.0,0,1,365
19,19811,marina views,74863,nigel,ward 64,-34.08428,18.47585,entire home/apt,4509.0,14.0,0,1,0
20,20125,double bedr0om to rent,76161,debbie,ward 73,-34.02811,18.48246,private room,1381.0,1.0,0,1,365
21,20263,villa honeywood five star self catering villa,837661,daniel,ward 64,-34.13572,18.42007,entire home/apt,5500.0,3.0,0,2,357
22,20327,"annie, private room 4 2",76740,annemarie,ward 3,-33.88183,18.67086,private room,1469.0,1.0,0,1,0
23,20403,light and bright somerset,76971,bronwyn,ward 84,-34.10303,18.87076,entire home/apt,8000.0,7.0,0,1,365
24,20670,room to let,78185,gill,ward 64,-34.09117,18.48396,private room,1097.0,3.0,0,1,365
25,21097,rooms in family home.,80295,ray,ward 1,-33.87914,18.58121,shared room,735.0,1.0,0,1,0
26,22994,heritage home in cape town suburbs,89107,sandra,ward 58,-33.95733,18.4881,entire home/apt,1024.0,5.0,14,1,38
27,23175,avocet cape town villa - rooms/b&b,79694,harriet,ward 113,-33.83305,18.49519,private room,569.0,1.0,1,7,364
28,24670,the original majestic apartment - kalk bay,100431,grant,ward 64,-34.12549,18.44792,entire home/apt,2000.0,4.0,16,2,329
29,26828,world cup accomodation,114410,stef,ward 57,-33.93596,18.46945,entire home/apt,6612.0,1.0,0,1,0
30,28702,waterford-paddaplek self catering,59964,chris+alison,ward 71,-34.03765,18.43083,hotel room,800.0,2.0,0,3,52
31,28707,waterford-sunbird  b&b suite,59964,chris+alison,ward 71,-34.03644,18.431,entire home/apt,800.0,2.0,4,3,264
32,31359,"halaal guesthouse parow north, wifi, pet friendly",134594,abe (s.a.),ward 21,-33.84955,18.66676,private room,541.0,1.0,0,7,365
33,36347,"cosy, downtown loft with mountain views over rooftop deck",156196,alan,ward 115,-33.92456,18.42238,entire home/apt,614.0,14.0,265,5,59
34,36483,"stylish studio with kitchenette,pool,parking &wifi",156910,dave,ward 107,-33.8212,18.48323,private room,550.0,3.0,37,5,365
35,36485,stunning studio close to the beach cape town,156910,dave,ward 107,-33.81849,18.48452,private room,550.0,3.0,27,5,365
36,36499,lovely garden cottage close to the beach cape town,156910,dave,ward 107,-33.81933,18.48403,entire home/apt,550.0,3.0,31,5,365
37,44334,purple house on jarvis b&b,194391,guido & henk,ward 115,-33.91405,18.41575,private room,1614.0,1.0,23,3,273
38,54730,huge bright sunny 3 bedroom 2 bathroom in fresnaye,253705,michael,ward 54,-33.9216,18.38895,entire home/apt,861.0,365.0,0,1,365
39,60296,apartment cape town,290396,patrick,ward 77,-33.94067,18.41885,entire home/apt,918.0,2.0,72,1,0
40,67439,devil's peak -  separate apartment,328952,angela,ward 77,-33.93478,18.42704,entire home/apt,350.0,3.0,57,1,146
41,68882,luxury hout bay villa -  st clair villa,343151,diane,ward 74,-34.04637,18.3656,entire home/apt,7500.0,5.0,2,2,92
42,82212,perfect beachfront apartment,404176,gayle,ward 54,-33.91788,18.38626,entire home/apt,1543.0,3.0,29,7,263
43,96036,unique town house -green point,510489,christan,ward 115,-33.91113,18.40864,entire home/apt,1760.0,4.0,19,1,92
44,97100,cape cottage,512746,revere,ward 70,-33.88279,18.62065,private room,900.0,3.0,0,1,365
45,101292,chicshak self catering accommodation in muizenberg,531026,carey,ward 64,-34.10314,18.47446,entire home/apt,450.0,1.0,27,1,334
46,103507,the lion room,539579,antony,ward 77,-33.93326,18.40511,private room,2200.0,2.0,43,6,1
47,106673,omega 4. wouldn't you like to safely live here?,552892,mike,ward 23,-33.80488,18.46716,entire home/apt,1022.0,2.0,20,3,360
48,114218,mid-century house with breathtaking views,579839,oliver,ward 77,-33.93903,18.39973,entire home/apt,6583.0,6.0,22,1,80
49,133339,constantia villa - cape town,654987,alice,ward 77,-33.93541,18.40407,private room,929.0,3.0,91,3,268
50,141734,windermere quinns holiday home,689156,sylvia & dieter,ward 84,-34.07655,18.88112,private room,534.0,6.0,1,1,363
51,146905,blue robin beachfront holiday home,710206,pam,ward 23,-33.80229,18.46014,entire home/apt,950.0,7.0,5,2,240
52,154201,harbour place,741709,zelda,ward 64,-34.12805,18.44703,entire home/apt,2200.0,3.0,4,1,209
53,168566,comfortable and easily accessible,793839,karen,ward 83,-34.11119,18.82884,entire home/apt,440.0,3.0,0,1,0
54,218269,spacious heritage cottage in the city-safe&cosy,255784,don & jaco,ward 115,-33.93164,18.40916,entire home/apt,1005.0,2.0,70,6,346
55,231402,braeside house loft apartment,1209960,stuart,ward 115,-33.90974,18.40512,entire home/apt,1171.0,3.0,94,2,334
56,255987,"bellevue manor guest house, sea point, cape town",1345936,gary,ward 54,-33.91478,18.39179,private room,884.0,1.0,27,6,0
57,256976,navine's homestay - ottery,1354282,navine,ward 63,-34.00845,18.51514,private room,300.0,5.0,2,6,178
58,263584,sandyshores self-catering  accommodation blouberg,1383294,sandy,ward 107,-33.82092,18.47877,entire home/apt,850.0,2.0,2,1,365
59,274403,no. 1-isasa (twin/double room),1435034,thomas & elke,ward 84,-34.09128,18.84207,hotel room,1080.0,1.0,5,5,357
60,275095,no. 4-chameleon (self-catering unit),1435034,thomas & elke,ward 84,-34.09156,18.84217,private room,1080.0,2.0,0,5,1
61,275876,"kloof street cottage, huge deck & panoramic views",1441807,martin,ward 115,-33.93109,18.40717,entire home/apt,1156.0,2.0,146,1,24
62,281316,the lions private buffalo apartment,539579,antony,ward 77,-33.93099,18.40566,entire home/apt,2948.0,2.0,20,6,296
63,282586,cottage de la mer with private terrace and dream pool,1384294,patrick v.,ward 54,-33.92659,18.38326,entire home/apt,1959.0,3.0,24,1,360
64,282606,comfortable and pretty room with experienced hosts,77323658,andries,ward 59,-33.99766,18.4682,private room,260.0,2.0,36,4,299
65,283053,braeside house main apartment,1209960,stuart,ward 115,-33.90974,18.40512,entire home/apt,1171.0,3.0,59,2,323
66,286894,spoil yourself in style and comfort,1492767,paul,ward 54,-33.92285,18.38273,entire home/apt,1250.0,90.0,19,2,364
67,291205,"""sevensleepers"" holiday apartment",1512563,hanne,ward 71,-34.07028,18.44949,entire home/apt,850.0,3.0,11,1,361
68,292170,"gay-friendly, city bowl  cape town",1513113,sandra,ward 77,-33.9343,18.42098,private room,350.0,3.0,5,2,363
69,298622,stunning sea view apt in the cape,1539169,diane,ward 61,-34.20866,18.45794,entire home/apt,1607.0,2.0,64,2,365
70,299380,charming budget bedsit in the cape,1539169,diane,ward 61,-34.20766,18.45856,entire home/apt,450.0,2.0,27,2,365
71,357793,city chic meets table mountain,1802190,liliane,ward 115,-33.92414,18.42065,entire home/apt,1745.0,3.0,192,1,89
72,357993,beach view studio with balcony walkout,1811942,shannon,ward 54,-33.96296,18.37931,entire home/apt,1571.0,2.0,101,3,269
73,363935,surfers' dream,1838554,antje,ward 64,-34.10183,18.47495,entire home/apt,1300.0,7.0,4,2,14
74,370531,light & fun house in cape town,1867661,claudia,ward 57,-33.93902,18.46766,entire home/apt,585.0,14.0,18,1,334
75,383141,vredekloof accommodation plataan 2 bedroom house,1920039,natasja,ward 102,-33.8631,18.67752,entire home/apt,1600.0,2.0,0,2,358
76,390198,fabulous views,1952066,rita,ward 54,-33.91239,18.3908,private room,486.0,4.0,48,2,323
77,395538,5-star penthouse with amazing views,1976676,hiske,ward 115,-33.92393,18.42123,entire home/apt,3000.0,5.0,7,1,0
78,400107,camps bay villa with mountain views near the beach,1997313,shirley,ward 54,-33.95259,18.37952,entire home/apt,6000.0,3.0,31,6,1
79,412654,binkabi studio apartment,2053546,richard & freda,ward 74,-34.04047,18.36137,entire home/apt,800.0,2.0,79,1,365
80,428550,tristan's self catering beach house,2130446,heather & tristan,ward 61,-34.13846,18.3298,entire home/apt,3500.0,2.0,2,3,365
81,439185,stylish victorian home close to kloof street,2181940,jessica,ward 77,-33.93669,18.40654,entire home/apt,6000.0,3.0,12,5,364
82,443237,furnished apartment in cape town,2202209,julia,ward 77,-33.93892,18.41793,entire home/apt,1246.0,3.0,4,1,329
83,469356,beautiful spacious cottage in upper zwaanswyk,2256975,diana,ward 71,-34.06806,18.41225,entire home/apt,3471.0,2.0,2,1,74
84,471729,seaview cottage in scarborough,2339584,gregory,ward 61,-34.19953,18.37765,entire home/apt,873.0,2.0,60,2,361
85,473856,explore cape town from a cosy apartment in a prime location,2349400,katrin,ward 115,-33.92636,18.41459,entire home/apt,1500.0,1.0,160,4,0
86,474596,5 bedroom holiday home to rent in cape town,2352753,cindy,ward 58,-33.96919,18.4882,entire home/apt,7000.0,7.0,2,1,358
87,487218,stylish annex room in popular guest,914135,cape standard,ward 115,-33.90944,18.40349,private room,1850.0,4.0,1,6,362
88,487232,accommodation in green point,914135,cape standard,ward 115,-33.90945,18.40333,private room,2800.0,2.0,3,6,365
89,487252,green point - chic white studio,914135,cape standard,ward 115,-33.9097,18.41156,entire home/apt,2160.0,3.0,36,6,364
90,487261,tamboerskloof quaint garden studio,914135,cape standard,ward 77,-33.92748,18.40151,private room,790.0,3.0,4,6,311
91,498170,en-suite with separate entrance in green point,2459900,odette,ward 115,-33.90783,18.4044,private room,319.0,1.0,183,1,151
92,511414,"sunny + modern with balcony, aircon & wifi",2516345,jaco,ward 115,-33.91659,18.41918,entire home/apt,1440.0,3.0,4,63,1
93,512371,"spectacular views with aircon, free wifi & parking",2516345,jaco,ward 115,-33.91576,18.42004,entire home/apt,1203.0,3.0,12,63,339
94,514629,modern design flat with ocean view,2534542,tim & diana,ward 77,-33.93584,18.43287,entire home/apt,884.0,30.0,56,1,365
95,516875,"rockwell 2bed, 2bath, waterkant,  high floor&views",1210580,willem,ward 115,-33.91501,18.41935,entire home/apt,2200.0,12.0,72,3,180
96,518545,"cbd loft. free wifi, parking, gym, balcony & bbq",2516345,jaco,ward 115,-33.92285,18.4228,entire home/apt,1622.0,3.0,4,63,287
97,518726,collingwood stud entire guest house,2552379,david,ward 105,-33.81074,18.62143,private room,5950.0,4.0,3,3,358
98,518760,outside guest room with en suite,2552992,felicity,ward 15,-34.06982,18.84836,private room,500.0,1.0,22,1,365
99,518837,5 kingfisher: studio apartment with a view,2552971,lucinda,ward 61,-34.13877,18.33317,entire home/apt,590.0,1.0,24,2,291
100,537809,near everywhere you want to be. wifi. parking. gym,2516345,jaco,ward 115,-33.9289,18.42146,entire home/apt,846.0,3.0,10,63,358
101,543206,2oceansapartments adult only selfcatering studio 1,2670647,anja & thomas,ward 69,-34.12146,18.39356,private room,1040.0,2.0,3,2,362
102,551666,"the inn at castle hill, kalk bay superior room (2)",2711126,castle hill,ward 64,-34.12583,18.44986,private room,1390.0,1.0,40,7,54
103,553936,modern beach front apartment in bloubergstrand,65714,john,ward 23,-33.81839,18.47531,entire home/apt,1009.0,4.0,0,2,56
104,562793,de waterkant apt. spacious balcony & mountain view,2516345,jaco,ward 115,-33.91815,18.42085,entire home/apt,1152.0,3.0,17,63,334
105,563282,"city centre pad with aircon, free wifi & parking",2516345,jaco,ward 115,-33.92103,18.42077,entire home/apt,1050.0,3.0,8,63,56
106,563459,spacious 1 bedroom cottage with off-street parking,2762369,karis,ward 115,-33.90922,18.40332,entire home/apt,1423.0,2.0,14,2,83
107,565844,makai surf lodge cape town,2782178,rik,ward 113,-33.83094,18.49603,private room,800.0,4.0,4,1,365
108,576458,bree street loft - city centre,2835853,p.,ward 115,-33.92292,18.418,entire home/apt,1018.0,2.0,124,1,363
109,590826,cape town waterfront apartment,2915241,nicole,ward 115,-33.913,18.42489,entire home/apt,2350.0,2.0,9,3,345
110,605399,bantry bay modern house cape town,2998358,adrian,ward 54,-33.92669,18.37937,entire home/apt,8500.0,7.0,2,2,0
111,606963,lovely guesthouse with old-fashioned service and ocean view,3007248,florian,ward 64,-34.12555,18.44886,private room,950.0,1.0,56,20,362
112,608327,private guest house in quiet street,3006485,gordon,ward 115,-33.91147,18.4145,private room,4450.0,2.0,23,5,363
113,611956,colonial style sea point apartment,3035834,darryl and ron,ward 54,-33.91467,18.38925,entire home/apt,1500.0,5.0,130,2,364
114,613068,"our family home, nice and cozy well",2600948,justino,ward 21,-33.88132,18.63897,entire home/apt,2800.0,1.0,0,1,365
115,617238,"stylish apartment with large, covered balcony",1852795,jenny,ward 115,-33.91602,18.41923,entire home/apt,1300.0,5.0,36,3,210
116,636290,"colourful loft with free wifi, parking & gym",2516345,jaco,ward 115,-33.91191,18.41603,entire home/apt,850.0,3.0,7,63,23
117,650049,"city slicker double volume loft, awesome table mountain view",2824970,claire,ward 115,-33.91789,18.41844,entire home/apt,971.0,3.0,205,1,356
118,653488,twin bedroom with full bathroom,3006485,gordon,ward 115,-33.91132,18.4153,private room,943.0,2.0,8,5,364
119,659419,self catering 3 bedrooms 3 bathrooms,3326652,fabrizio,ward 4,-33.85342,18.49401,entire home/apt,1969.0,1.0,21,10,244
120,660090,separate entrance 2 bedrooms 2 bathrooms flat,3326652,fabrizio,ward 4,-33.85363,18.49401,entire home/apt,1550.0,1.0,5,10,244
121,660099,one bedroom apartment,3326652,fabrizio,ward 4,-33.85363,18.49401,entire home/apt,749.0,1.0,4,10,277
122,668544,"llandudno beach apartment, private and secure.",3384207,brenda,ward 74,-34.00874,18.34198,entire home/apt,4500.0,2.0,29,1,330
123,670616,bo kaap garden flat (cape town),227103,joy,ward 77,-33.9184,18.41611,entire home/apt,1755.0,1.0,47,4,364
124,672103,magical manor house,3408518,marc,ward 71,-34.04267,18.42773,entire home/apt,5000.0,7.0,8,1,334
125,675177,stunning beachfront penthouse. spectacular views!,2516345,jaco,ward 115,-33.90081,18.40596,entire home/apt,2714.0,3.0,17,63,352
126,678993,bay leaf cottage,3455821,gwendoline,ward 57,-33.93607,18.46662,entire home/apt,834.0,2.0,45,1,365
127,686495,perfectly positioned bakoven home,3517753,odette,ward 54,-33.96057,18.37866,entire home/apt,4500.0,2.0,7,2,362
128,689737,maxwell's. whole house,3523392,keith,ward 62,-33.98541,18.44022,entire home/apt,3171.0,4.0,21,1,364
129,690609,"sunny, spacious & centrally located",212014848,ashley,ward 57,-33.93746,18.46708,entire home/apt,500.0,3.0,141,2,22
130,697880,private garden cottage,3576139,angela,ward 57,-33.93562,18.44327,entire home/apt,630.0,2.0,174,3,365
131,708351,cape cottage-a home away from home,3642757,jessica,ward 64,-34.08444,18.47744,entire home/apt,1000.0,2.0,78,1,330
132,731764,lido beach front apartment with sea views,3809204,chantal,ward 54,-33.91953,18.38404,entire home/apt,2400.0,3.0,8,7,176
133,731882,african beach studio 1 - ocean facing,3809204,chantal,ward 115,-33.90204,18.39954,entire home/apt,1500.0,3.0,19,7,232
134,732339,zebra place self catering rosendal bellville. ct,3812467,otto,ward 21,-33.86673,18.64441,entire home/apt,600.0,2.0,32,3,362
135,732409,guinea fowl self catering  bellville. rosendal. ct,3812467,otto,ward 21,-33.8668,18.64443,entire home/apt,450.0,2.0,39,3,329
136,736534,enjoy a private room in chartfield guesthouse,3007248,florian,ward 64,-34.12637,18.44963,private room,950.0,1.0,40,20,362
137,737219,zaida's lodge - guest rooms,3849182,zaida,ward 60,-33.98316,18.50311,private room,425.0,5.0,5,7,365
138,742345,room with a view - green point,3886732,koos,ward 115,-33.90999,18.41148,entire home/apt,650.0,3.0,3,68,0
139,748713,rondebosch loft cape town,1151158,linda,ward 59,-33.96146,18.4702,entire home/apt,1000.0,3.0,46,1,0
140,751120,open plan family home with pool and cottage,2210731,martin and janis,ward 58,-33.98061,18.4793,entire home/apt,1800.0,10.0,8,1,181
141,751785,instaworthy views. free parking. walk everywhere,2516345,jaco,ward 115,-33.9242,18.42451,entire home/apt,1050.0,3.0,13,63,250
142,753843,"location & personality! 413 cascades, green point.",3902221,samantha,ward 115,-33.9096,18.41316,entire home/apt,879.0,2.0,31,1,178
143,754780,large and clean room in a house,3971841,john,ward 57,-33.93662,18.46369,private room,3912.0,14.0,0,1,365
144,757856,grand cape town amazing space loft,3987448,julie,ward 115,-33.9263,18.41225,entire home/apt,3867.0,6.0,89,1,357
145,759767,woodbridge island townhouse in private estate.,4004504,steven,ward 55,-33.88632,18.48759,entire home/apt,1400.0,7.0,15,1,365
146,762660,house cherry on beach breathtaking suite1  sleep2,4020635,yvette,ward 74,-34.0459,18.36319,entire home/apt,1025.0,3.0,120,3,326
147,768582,stylish and bright sea point 1-bed apartment,4054512,lizzie,ward 54,-33.91449,18.39401,entire home/apt,529.0,5.0,10,1,70
148,771176,african sun,4065747,don,ward 77,-33.93986,18.42288,entire home/apt,441.0,2.0,234,1,345
149,772018,2 bed apartment with private pool,4073500,james,ward 54,-33.95875,18.38149,entire home/apt,3050.0,2.0,3,3,0
150,772431,klipview beach cottage -scarborough,4075717,phillip and susan,ward 61,-34.19873,18.376,entire home/apt,1536.0,3.0,11,1,356
151,776601,beautiful heritage home,4094560,amelia,ward 77,-33.94297,18.41952,entire home/apt,8140.0,7.0,2,4,365
152,777305,elegant beachfront home. balcony & parking,2516345,jaco,ward 23,-33.81565,18.47259,entire home/apt,1443.0,3.0,11,63,356
153,777329,complete modern living. urban location. canal view,2516345,jaco,ward 115,-33.92,18.41758,entire home/apt,1554.0,3.0,4,63,360
154,778089,tristan's beach house - cape town,2130446,heather & tristan,ward 61,-34.13929,18.32994,entire home/apt,3500.0,2.0,9,3,364
155,782166,wessels house studio,2604213,chris,ward 115,-33.91136,18.41357,entire home/apt,609.0,2.0,24,2,351
156,782208,wessels house-home from home private garden & pool,2604213,chris,ward 115,-33.91136,18.41357,entire home/apt,4000.0,4.0,143,2,298
157,782288,cape town holiday house,4126076,lisa,ward 69,-34.13666,18.36235,entire home/apt,1000.0,4.0,10,1,0
158,784349,stay at the foot of table mountain!,4136097,ralf,ward 77,-33.94423,18.41244,entire home/apt,1583.0,2.0,29,2,344
159,790177,gables rest self catering unit somerset west,4171143,diana,ward 84,-34.0808,18.85997,entire home/apt,1150.0,3.0,1,1,356
160,795400,"woodstock house, cape town",4190050,rob,ward 57,-33.93214,18.45167,entire home/apt,1100.0,7.0,6,1,365
161,795614,architectural home magnificent view,4173981,lisa,ward 77,-33.92839,18.40357,entire home/apt,4677.0,10.0,16,2,329
162,800546,glen beach villa three with seventy meters to the beach,4214801,mary-louise,ward 54,-33.9469,18.37914,entire home/apt,6000.0,1.0,51,13,200
163,800623,glen beach penthouse on the beach in camps bay,4214801,mary-louise,ward 54,-33.94707,18.37825,entire home/apt,4500.0,1.0,68,13,287
164,801399,"bright, colorful green point apartment, exclusive poolside views of the ocean.",4218169,roy,ward 115,-33.91125,18.40129,entire home/apt,850.0,3.0,63,3,292
165,801922,"19 loader str, de waterkant",4218169,roy,ward 77,-33.9146,18.41388,entire home/apt,1251.0,4.0,20,3,334
166,801953,123 ocean view dr apartment,4218169,roy,ward 115,-33.91112,18.40273,entire home/apt,1016.0,3.0,32,3,1
167,801981,the perfect holiday home in cape town,4221634,tim,ward 74,-34.04129,18.36164,entire home/apt,2500.0,4.0,13,1,356
168,807366,cosy cape town beach cottage in security estate,4248754,michaela,ward 55,-33.8846,18.48588,entire home/apt,1245.0,5.0,22,1,360
169,810042,pineapple cottage - kalk bay,4260566,carol,ward 64,-34.12919,18.448,entire home/apt,1100.0,3.0,16,1,98
170,811611,8 on burnside under table mountain!,4267926,ursula,ward 115,-33.93058,18.40854,entire home/apt,868.0,2.0,228,1,352
171,812750,lovely room in 'the white house',3576139,angela,ward 57,-33.93595,18.44451,private room,557.0,2.0,77,3,360
172,820332,the lions guest house–elephant room,539579,antony,ward 77,-33.93135,18.40631,private room,2200.0,1.0,8,6,296
173,833429,apartment jade,615652,doreen,ward 77,-33.93544,18.41819,entire home/apt,2500.0,4.0,0,1,365
174,841353,the leopard room,539579,antony,ward 77,-33.93247,18.40552,private room,2200.0,1.0,6,6,296
175,841355,the rhino room,539579,antony,ward 77,-33.93103,18.40462,private room,1628.0,1.0,20,6,296
176,841358,whale room - lions guest house,539579,antony,ward 77,-33.93191,18.40499,private room,1628.0,1.0,1,6,296
177,842387,the perfect place to stay and meet,4397998,adam,ward 77,-33.93008,18.40549,private room,534.0,2.0,74,14,365
178,847143,zaida's spacious garden cottage,3849182,zaida,ward 60,-33.9839,18.50215,private room,699.0,3.0,0,7,365
179,847188,zaida's private backpackers den,3849182,zaida,ward 60,-33.98424,18.50183,private room,364.0,1.0,3,7,365
180,847217,zaida's comfy. cozy guest rooms,3849182,zaida,ward 60,-33.98265,18.50383,private room,395.0,5.0,3,7,365
181,848061,blue charm garden cottage,4427614,tania,ward 63,-34.01896,18.48062,private room,600.0,2.0,8,1,365
182,851342,stunning apt on clifton 1st beach,4444748,percival,ward 54,-33.93507,18.37913,entire home/apt,3699.0,2.0,179,1,364
183,855361,"spacious, peaceful estate with mountain views",4468950,ashley & debbie,ward 74,-34.01501,18.36165,entire home/apt,2321.0,2.0,19,2,240
184,857701,bay splendour in simon's town (self catering),4486696,fatima,ward 61,-34.18086,18.42311,entire home/apt,1800.0,3.0,13,1,363
185,858426,"#3portswood , 1 bedroom",4492356,wynand,ward 115,-33.91109,18.40938,entire home/apt,1300.0,3.0,3,3,1
186,858532,stylish fully equipped city loft,4492187,david,ward 115,-33.92607,18.42532,entire home/apt,550.0,3.0,30,1,341
187,861257,the perfect place to stay and meet,4397998,adam,ward 77,-33.93011,18.40566,private room,485.0,2.0,39,14,365
188,875916,llandudno beach penthouse 5 minutes from the beach,4625439,maureen,ward 74,-34.00828,18.34458,entire home/apt,1200.0,3.0,2,4,364
189,879450,mountain view studio apartment,692331,louie,ward 58,-33.97675,18.47225,entire home/apt,1091.0,2.0,75,2,1
190,887577,lakehouse on the water in ecoestate,4706907,bridget,ward 69,-34.11762,18.37963,entire home/apt,7314.0,10.0,2,1,299
191,889470,taste of tuscany,3006485,gordon,ward 112,-33.82482,18.64252,private room,1074.0,7.0,0,5,365
192,893053,at greenmarket place apartment - stunning views,4749338,katia,ward 115,-33.92222,18.41999,entire home/apt,1109.0,2.0,31,2,365
193,897063,central and beautiful,3007944,ian,ward 115,-33.91233,18.41226,entire home/apt,610.0,2.0,75,3,292
194,900141,"kapstadt, milnerton garden cottage",4806391,peter,ward 55,-33.87805,18.4963,entire home/apt,1067.0,4.0,13,1,363
195,900802,belvedere on barkley - oak suite,4812503,june,ward 58,-33.96002,18.48096,private room,600.0,1.0,1,2,351
196,906093,table mountain view bachelor home away from home,2469634,clyde,ward 115,-33.91278,18.41511,entire home/apt,950.0,3.0,51,2,364
197,919640,luxury home in upmarket constantia,4940476,andrew,ward 73,-34.02218,18.45549,entire home/apt,7347.0,14.0,0,1,365
198,924525,neptune isle 301,3961453,jolene,ward 55,-33.89386,18.48147,entire home/apt,2329.0,2.0,4,76,0
199,930318,penthouse with panoramic sea views,5011034,kerri and kelly from blue views,ward 54,-33.95952,18.3757,entire home/apt,4714.0,4.0,10,9,248
200,930469,penthouse with sweeping sea and mountain views,5011034,kerri and kelly from blue views,ward 54,-33.96061,18.37578,entire home/apt,7571.0,3.0,12,9,231
201,930476,breathtaking ocean views from a luxury beach villa,5011034,kerri and kelly from blue views,ward 54,-33.96041,18.37494,entire home/apt,8143.0,3.0,9,9,250
202,930482,contemporary serviced apartment near bakoven beaches,5011034,kerri and kelly from blue views,ward 54,-33.96065,18.37492,entire home/apt,6286.0,1.0,4,9,293
203,930488,"best location with pool, 50 meters to beach",5011034,kerri and kelly from blue views,ward 54,-33.96035,18.37424,entire home/apt,12679.0,3.0,7,9,2
204,933618,"primaview, camps bay, cape town",5033305,jono,ward 54,-33.95355,18.38767,entire home/apt,1999.0,4.0,158,1,222
205,957549,braemar cottage,5207475,beth,ward 57,-33.95111,18.48185,entire home/apt,950.0,3.0,42,1,365
206,969627,my africa home home away from home,5295920,laura,ward 113,-33.82998,18.50052,entire home/apt,2081.0,14.0,4,1,109
207,988881,"long lease, cape town, unfurnished.",5428414,naomi,ward 74,-34.03302,18.36112,entire home/apt,409.0,360.0,0,1,365
208,1001920,glenbeach villa - home in simon's town cape town,5510268,natalie,ward 61,-34.15805,18.43185,entire home/apt,1462.0,3.0,8,4,1
209,1002060,harbour lights-simon's town,5510268,natalie,ward 61,-34.19545,18.44126,entire home/apt,1655.0,2.0,16,4,48
210,1004855,"2 bed apt, close to camps bay beach with a garage",5527126,elize,ward 54,-33.96331,18.37749,entire home/apt,1486.0,3.0,7,16,56
211,1005168,"sea view villa in secure gated  estate ,cape town",5528437,nicky,ward 74,-34.01217,18.35776,entire home/apt,5500.0,7.0,7,1,363
212,1007850,afribode's alexander loft,5509428,afribode,ward 115,-33.92368,18.42208,entire home/apt,977.0,2.0,5,35,320
213,1012627,afribode's acacia place,5509428,afribode,ward 115,-33.92439,18.42294,entire home/apt,977.0,1.0,8,35,309
214,1012712,afribode's afrinest,5509428,afribode,ward 115,-33.92479,18.42163,entire home/apt,1041.0,1.0,7,35,308
215,1013146,gorgeous and comfortable home with warm family,77323658,andries,ward 59,-33.99796,18.46698,private room,330.0,2.0,16,4,238
216,1019660,ducks crossing,5613711,sandra,ward 73,-34.04447,18.4619,entire home/apt,2400.0,2.0,0,1,365
217,1022524,clifton beach house seascape,5629456,gavin,ward 54,-33.93998,18.3754,entire home/apt,5000.0,3.0,10,5,328
218,1040292,afribode's antares loft,5509428,afribode,ward 115,-33.92344,18.42298,entire home/apt,977.0,2.0,3,35,320
219,1040329,afribode's cape citi loft,5509428,afribode,ward 115,-33.92486,18.42288,entire home/apt,1186.0,1.0,8,35,311
220,1041398,modern sea view villa in camps bay,4073500,james,ward 54,-33.95875,18.38149,entire home/apt,8050.0,2.0,20,3,0
